MEDV	Linear Regression	SVM	Fold	SVM (1)	Linear Regression (1)	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	LSTAT
23.8	24.763862543048397	23.933600065398817	3	23.3470193197013	24.904059994017896	0.1676	0.0	7.38	0.0	0.493	6.426	52.3	4.5404	5.0	287.0	19.6	396.9	7.2
25.3	25.157730880988858	24.167387351413684	3	22.63663460283303	24.622825746961688	0.1415	0.0	6.91	0.0	0.448	6.169	6.6	5.7209	3.0	233.0	17.9	383.37	5.81
16.7	19.64997966007978	16.040512080727424	3	15.264364421545231	20.478956714083417	4.87141	0.0	18.1	0.0	0.614	6.484	93.6	2.3053	24.0	666.0	20.2	396.21	18.68
21.9	37.953570375861865	23.752863231993935	3	22.623161454910203	36.34851040820949	3.47428	0.0	18.1	1.0	0.718	8.78	82.9	1.9047	24.0	666.0	20.2	354.55	5.29
24.7	25.469706370681283	24.489939160821812	3	24.1941088356359	25.33415409300075	0.02055	85.0	0.74	0.0	0.41	6.383	35.7	9.1876	2.0	313.0	17.3	396.9	5.77
20.5	19.370658073789436	20.024681636314803	3	20.32262528238348	20.2496640083681	0.19657	22.0	5.86	0.0	0.431	6.226	79.2	8.0555	7.0	330.0	19.1	376.14	10.15
15.0	18.37668233344516	19.92784440840408	3	17.704835753386806	16.47412443531826	51.1358	0.0	18.1	0.0	0.597	5.757	100.0	1.413	24.0	666.0	20.2	2.6	10.11
23.1	20.36290318700651	21.647012559929358	3	20.57007086881615	20.465079990565574	1.05393	0.0	8.14	0.0	0.538	5.935	29.3	4.4986	4.0	307.0	21.0	386.85	6.58
17.4	15.206783706998529	17.103505899545823	3	15.472736396669447	15.785768738129903	0.32264	0.0	21.89	0.0	0.624	5.942	93.5	1.9669	4.0	437.0	21.2	378.25	16.9
19.4	26.121720528739694	23.806120326536938	3	22.200258714765287	26.140321393003966	0.04379	80.0	3.37	0.0	0.398	5.787	31.1	6.6115	4.0	337.0	16.1	396.9	10.24
29.1	32.58122729676116	28.47023858219206	3	27.103697269448766	31.607708301934444	0.01439	60.0	2.93	0.0	0.401	6.604	18.8	6.2196	1.0	265.0	15.6	376.7	4.38
15.6	21.254812802360142	20.843983278856363	3	18.547984356193957	19.607327748637502	3.53501	0.0	19.58	1.0	0.871	6.152	82.6	1.7455	5.0	403.0	14.7	88.01	15.02
36.1	33.854058549752054	30.752607462327077	3	30.198889516707887	33.58426567779109	0.05515	33.0	2.18	0.0	0.472	7.236	41.1	4.022	7.0	222.0	18.4	393.68	6.93
13.5	13.388648903397147	13.539038982854542	3	13.407938697857643	13.493720228036473	8.20058	0.0	18.1	0.0	0.713	5.936	80.3	2.7792	24.0	666.0	20.2	3.5	16.94
23.1	24.181530274459003	23.425842371888773	3	22.801374411633756	24.243242867953924	0.40202	0.0	9.9	0.0	0.544	6.382	67.2	3.5325	4.0	304.0	18.4	395.21	10.36
10.5	5.455957631547086	13.1786849324689	3	11.165010240068368	6.6824135449055575	24.3938	0.0	18.1	0.0	0.7	4.652	100.0	1.4672	24.0	666.0	20.2	396.9	28.28
23.1	11.45232566589177	17.060694901584302	3	17.017093575175608	12.944767293346736	13.5222	0.0	18.1	0.0	0.631	3.863	100.0	1.5106	24.0	666.0	20.2	131.42	13.33
21.7	20.46174962719321	21.85230976889157	3	20.55477933227017	20.359253272626503	0.09378	12.5	7.87	0.0	0.524	5.889	39.0	5.4509	5.0	311.0	15.2	390.5	15.71
24.5	20.872892801208735	22.146923436017182	3	21.795164236218454	21.184807700329298	0.16439	22.0	5.86	0.0	0.431	6.433	49.1	7.8265	7.0	330.0	19.1	374.71	9.52
24.3	19.512446616077096	21.2134626314366	3	20.519321314551323	19.85340975376011	0.33983	22.0	5.86	0.0	0.431	6.108	34.9	8.0555	7.0	330.0	19.1	390.18	9.16
15.6	11.471547992122773	17.246522622797613	3	15.337327143128832	11.739915674285143	4.0974	0.0	19.58	0.0	0.871	5.468	100.0	1.4118	5.0	403.0	14.7	396.9	26.42
42.3	38.49685218626993	30.722814925606528	3	30.314388635441812	36.667179389899644	0.02177	82.5	2.03	0.0	0.415	7.61	15.7	6.27	2.0	348.0	14.7	395.38	3.11
23.1	16.15604400186328	19.49811081084289	3	18.261162207430896	16.30846459935907	0.17899	0.0	9.69	0.0	0.585	5.67	28.8	2.7986	6.0	391.0	19.2	393.29	17.6
17.5	16.25530738271916	17.48323134131582	3	17.66702091254639	17.22778509000458	0.7842	0.0	8.14	0.0	0.538	5.99	81.7	4.2579	4.0	307.0	21.0	386.75	14.67
22.7	24.905866771402195	21.831238918108106	3	20.06205055059678	24.681749677229963	2.24236	0.0	19.58	0.0	0.605	5.854	91.8	2.422	5.0	403.0	14.7	395.11	11.64
5.0	6.425766649157794	15.106445280403012	3	11.773561511888659	6.4952424371309405	38.3518	0.0	18.1	0.0	0.693	5.453	100.0	1.4896	24.0	666.0	20.2	396.9	30.59
22.0	20.740541535839075	21.470097817237416	3	20.25191203213534	20.691959356939588	0.05789	12.5	6.07	0.0	0.409	5.878	21.4	6.498	4.0	345.0	18.9	396.21	8.1
19.9	18.966658318290992	19.726209898586475	3	19.294201824655268	19.584140745889776	0.62739	0.0	8.14	0.0	0.538	5.834	56.5	4.4986	4.0	307.0	21.0	395.62	8.47
18.6	16.577695320438515	21.35268788491182	3	20.65630577281025	16.60339086391751	0.07244	60.0	1.69	0.0	0.411	5.884	18.5	10.7103	4.0	411.0	18.3	392.33	7.79
18.7	21.1131293390999	20.49344793535462	3	20.418862417256136	21.948324655446125	0.06151	0.0	5.19	0.0	0.515	5.968	58.5	4.8122	5.0	224.0	20.2	396.9	9.29
23.7	28.749491124620043	26.93587056162197	3	25.192289238847255	28.17987159132879	0.08244	30.0	4.93	0.0	0.428	6.481	18.5	6.1899	6.0	300.0	16.6	379.41	6.36
18.5	12.246986082733986	16.934864715892903	3	17.088918825359972	13.599592874707156	0.19133	22.0	5.86	0.0	0.431	5.605	70.2	7.9549	7.0	330.0	19.1	389.13	18.46
17.5	17.97481454627426	17.825556858362788	3	17.064627677523728	18.729402890488032	0.17783	0.0	9.69	0.0	0.585	5.569	73.5	2.3999	6.0	391.0	19.2	395.77	15.1
36.0	37.66051487519503	29.523381877661034	3	29.424281730859995	36.970123293987704	0.66351	20.0	3.97	0.0	0.647	7.333	100.0	1.8946	5.0	264.0	13.0	383.29	7.79
19.9	19.275609077425088	17.054699925480953	3	16.274025215718222	20.186674999874263	4.34879	0.0	18.1	0.0	0.58	6.167	84.0	3.0334	24.0	666.0	20.2	396.9	16.29
23.1	24.76709551675834	23.703515327039195	3	23.14993348478665	24.957568601785965	0.18159	0.0	7.38	0.0	0.493	6.376	54.3	4.5404	5.0	287.0	19.6	396.9	6.87
17.0	22.68312204111215	20.90746781812326	3	18.75537235709938	21.744100731009702	1.41385	0.0	19.58	1.0	0.871	6.129	96.0	1.7494	5.0	403.0	14.7	321.02	15.12
19.1	15.986941805595961	13.991978805032428	3	13.007097755939848	17.118830653117815	4.42228	0.0	18.1	0.0	0.584	6.003	94.5	2.5403	24.0	666.0	20.2	331.29	21.32
33.3	37.43716796529438	29.39304911622564	3	28.89523035373287	35.90852850095047	0.04011	80.0	1.52	0.0	0.404	7.287	34.1	7.309	2.0	329.0	12.6	396.9	4.08
22.4	23.505662184479654	22.744541971967223	3	22.052570898598493	23.58037459755273	0.06263	0.0	11.93	0.0	0.573	6.593	69.1	2.4786	1.0	273.0	21.0	391.99	9.67
22.1	27.18473718088384	24.558483258087627	3	23.31251275295959	27.05178469238962	0.79041	0.0	9.9	0.0	0.544	6.122	52.8	2.6403	4.0	304.0	18.4	396.9	5.98
28.7	25.213957471305136	24.041603395672688	3	24.02860582676493	25.467226929414423	0.02985	0.0	2.18	0.0	0.458	6.43	58.7	6.0622	3.0	222.0	18.7	394.12	5.21
19.6	22.308882137466952	18.60559906034546	3	18.024458419068445	23.22147003992665	4.03841	0.0	18.1	0.0	0.532	6.229	90.7	3.0993	24.0	666.0	20.2	395.33	12.87
17.1	19.785789498413543	21.196799486067697	3	19.814247589009554	19.710156272731016	0.05023	35.0	6.06	0.0	0.4379	5.706	28.4	6.6407	1.0	304.0	16.9	394.02	12.43
13.3	19.573003804454718	14.704449043061977	3	13.980499242668504	20.02857326165359	9.82349	0.0	18.1	0.0	0.671	6.794	98.8	1.358	24.0	666.0	20.2	396.9	21.24
13.8	4.456747360304242	12.957406472801317	3	11.407614985742985	6.345285092075883	11.1081	0.0	18.1	0.0	0.668	4.906	100.0	1.1742	24.0	666.0	20.2	396.9	34.77
34.6	35.85535754318324	29.18101835094152	3	28.649896046041892	34.44271738510103	0.03768	80.0	1.52	0.0	0.404	7.274	38.3	7.309	2.0	329.0	12.6	392.2	6.62
24.1	20.543129338729273	23.188245504491775	3	22.925873746816222	20.282455127696757	0.0795	60.0	1.69	0.0	0.411	6.579	35.9	10.7103	4.0	411.0	18.3	370.78	5.49
9.7	8.79474200914666	12.242423660395241	3	10.812997249957867	10.349191629619504	11.5779	0.0	18.1	0.0	0.7	5.036	97.0	1.77	24.0	666.0	20.2	396.9	25.68
36.2	28.00152569655833	24.461650926476686	3	24.03646813151581	28.35284536376756	0.06888	0.0	2.46	0.0	0.488	6.144	62.2	2.5979	3.0	193.0	17.8	396.9	9.45
25.0	22.55849388571619	19.53055774824742	3	18.903343012911037	23.068407430181914	4.54192	0.0	18.1	0.0	0.77	6.398	88.0	2.5182	24.0	666.0	20.2	374.56	7.79
16.7	19.573487865115517	14.559337908865192	3	13.986903043507397	19.95610193293657	11.0874	0.0	18.1	0.0	0.718	6.411	100.0	1.8589	24.0	666.0	20.2	318.75	15.02
32.4	37.12411127166928	27.645309316939745	3	26.744743675462523	36.03409599265977	0.05644	40.0	6.41	1.0	0.447	6.758	32.9	4.0776	4.0	254.0	17.6	396.9	3.53
22.5	29.951753775306102	26.418603468990167	3	24.851109399354634	29.20604771943969	0.06466	70.0	2.24	0.0	0.4	6.345	20.1	7.8278	5.0	358.0	14.8	368.24	4.97
31.7	33.72909365761596	31.09835592894521	3	30.713090800842327	33.333634802778874	0.46296	0.0	6.2	0.0	0.504	7.412	76.9	3.6715	8.0	307.0	17.4	376.14	5.25
21.9	24.486859146994313	23.793528274654395	3	23.055154486545472	24.23874083511745	0.04819	80.0	3.64	0.0	0.392	6.108	32.0	9.2203	1.0	315.0	16.4	392.89	6.57
38.7	36.34032367600095	32.1274023421147	3	32.18052480277946	35.369215619960926	0.12083	0.0	2.89	0.0	0.445	8.069	76.0	3.4952	2.0	276.0	18.0	396.9	4.21
16.8	20.06954303420977	19.306578495373554	3	18.576874899784407	20.60941440737961	0.22438	0.0	9.69	0.0	0.585	6.027	79.7	2.4982	6.0	391.0	19.2	396.9	14.33
24.0	30.706792615155784	28.753428662283955	3	28.050668223255975	30.126669111635355	0.00632	18.0	2.31	0.0	0.538	6.575	65.2	4.09	1.0	296.0	15.3	396.9	4.98
20.6	18.60027633609877	19.931662753171864	3	18.76077605202497	19.14055731231347	2.37857	0.0	18.1	0.0	0.583	5.871	41.9	3.724	24.0	666.0	20.2	370.73	13.34
22.0	28.952670902015704	27.306355849027064	4	25.983500969863393	28.822525686441523	0.03537	34.0	6.09	0.0	0.433	6.59	40.4	5.4917	7.0	329.0	16.1	395.75	9.5
16.1	22.420717928229177	17.026901735156596	4	15.94414358917802	21.976890924487424	6.44405	0.0	18.1	0.0	0.584	6.425	74.8	2.2004	24.0	666.0	20.2	97.95	12.03
24.0	29.697641727914952	28.371424272669486	4	28.050668223255975	30.126669111635355	0.00632	18.0	2.31	0.0	0.538	6.575	65.2	4.09	1.0	296.0	15.3	396.9	4.98
33.4	29.120534818922618	27.622376238935296	4	27.30932376375724	28.42972617814415	0.03237	0.0	2.18	0.0	0.458	6.998	45.8	6.0622	3.0	222.0	18.7	394.63	2.94
19.4	23.034623162955405	24.09510253973323	4	22.068975585566214	23.074096671805485	0.03466	35.0	6.06	0.0	0.4379	6.031	23.3	6.6407	1.0	304.0	16.9	362.25	7.83
28.4	29.284400496793985	26.858762541814837	4	26.281228823695862	28.671681188143886	0.12204	0.0	2.89	0.0	0.445	6.625	57.8	3.4952	2.0	276.0	18.0	357.98	6.65
16.5	21.50938984516031	24.805867910244025	4	23.98796286532005	21.107997080151204	0.02498	0.0	1.89	0.0	0.518	6.54	59.7	6.2669	1.0	422.0	15.9	389.96	8.65
5.0	7.003024590762781	20.42887715032045	4	16.745756318352875	8.255865134394814	67.9208	0.0	18.1	0.0	0.693	5.683	100.0	1.4254	24.0	666.0	20.2	384.97	22.98
22.0	27.610114245314577	27.207884412557032	4	26.518273842356926	27.074968178678304	0.11329	30.0	4.93	0.0	0.428	6.897	54.3	6.3361	6.0	300.0	16.6	391.25	11.38
22.7	23.511199390631287	21.740795702679023	4	20.06205055059678	24.681749677229963	2.24236	0.0	19.58	0.0	0.605	5.854	91.8	2.422	5.0	403.0	14.7	395.11	11.64
18.3	19.002541530209427	18.28428484089472	4	17.942781109965175	19.21405378191735	0.26838	0.0	9.69	0.0	0.585	5.794	70.6	2.8927	6.0	391.0	19.2	396.9	14.1
22.0	27.20432858665164	27.079519394389713	4	25.148283941726213	27.173725778416006	0.01096	55.0	2.25	0.0	0.389	6.453	31.9	7.3073	1.0	300.0	15.3	394.72	8.23
14.6	19.258551282684078	14.902375640283196	4	13.724965864960328	19.39531703163718	10.233	0.0	18.1	0.0	0.614	6.185	96.7	2.1705	24.0	666.0	20.2	379.7	18.03
12.3	12.629247044766519	12.285351515248115	4	11.008896264359246	13.39600568163858	7.99248	0.0	18.1	0.0	0.7	5.52	100.0	1.5331	24.0	666.0	20.2	396.9	24.56
20.1	22.274196663024888	18.892359305436425	4	19.11335207088094	21.86640585275078	0.1396	0.0	8.56	0.0	0.52	6.167	90.0	2.421	5.0	384.0	20.9	392.69	12.33
8.8	2.318265102024686	13.326281555361083	4	11.317144659832133	3.9361014910091185	20.0849	0.0	18.1	0.0	0.7	4.368	91.2	1.4395	24.0	666.0	20.2	285.83	30.63
7.0	-4.912986483179363	19.19731680860293	4	15.681067832020709	-3.737384390911835	45.7461	0.0	18.1	0.0	0.693	4.519	100.0	1.6582	24.0	666.0	20.2	88.27	36.98
23.2	25.281576362528146	24.004649462703313	4	23.0192052808532	25.605783112537562	0.07022	0.0	4.05	0.0	0.51	6.02	47.2	3.5549	5.0	296.0	16.6	393.23	10.11
28.7	25.50378739377083	24.087843144423214	4	24.02860582676493	25.467226929414423	0.02985	0.0	2.18	0.0	0.458	6.43	58.7	6.0622	3.0	222.0	18.7	394.12	5.21
20.0	22.593916661431585	20.416344435040738	4	20.11663982429146	22.79074451045311	0.09744	0.0	5.96	0.0	0.499	5.841	61.4	3.3779	5.0	279.0	19.2	377.56	11.41
29.1	31.64374548375301	28.88523959108193	4	27.103697269448766	31.607708301934444	0.01439	60.0	2.93	0.0	0.401	6.604	18.8	6.2196	1.0	265.0	15.6	376.7	4.38
10.9	18.585827570648892	13.770365489744341	4	12.627611239052593	18.371616005667242	15.8744	0.0	18.1	0.0	0.671	6.545	99.1	1.5192	24.0	666.0	20.2	396.9	21.08
50.0	23.03008528811619	20.046691763834747	4	19.646970312344685	25.490621731277642	4.89822	0.0	18.1	0.0	0.631	4.97	100.0	1.3325	24.0	666.0	20.2	375.52	3.26
14.9	16.275389895878206	13.903852112369528	4	13.41780646075103	15.605269105938767	9.51363	0.0	18.1	0.0	0.713	6.728	94.1	2.4961	24.0	666.0	20.2	6.68	18.71
42.3	37.572236300272316	30.95436684920179	4	30.314388635441812	36.667179389899644	0.02177	82.5	2.03	0.0	0.415	7.61	15.7	6.27	2.0	348.0	14.7	395.38	3.11
17.5	18.30632184565196	17.45138094869591	4	17.064627677523728	18.729402890488032	0.17783	0.0	9.69	0.0	0.585	5.569	73.5	2.3999	6.0	391.0	19.2	395.77	15.1
23.2	17.042738854453884	15.000350164764043	4	13.834002128970358	17.3383364554089	5.29305	0.0	18.1	0.0	0.7	6.051	82.5	2.1678	24.0	666.0	20.2	378.38	18.76
24.2	25.418947949514667	24.493727634120596	4	22.81998136896174	24.314317249725743	0.08826	0.0	10.81	0.0	0.413	6.417	6.6	5.2873	4.0	305.0	19.2	383.73	6.72
15.0	15.384203294048852	20.398491468374246	4	17.704835753386806	16.47412443531826	51.1358	0.0	18.1	0.0	0.597	5.757	100.0	1.413	24.0	666.0	20.2	2.6	10.11
23.0	30.94442899728554	23.074988433425478	4	23.369235119906943	29.52859574591851	0.11425	0.0	13.89	1.0	0.55	6.373	92.4	3.3633	5.0	276.0	16.4	393.74	10.5
31.6	33.23583197823237	27.817042283845012	4	27.05440441821828	34.029434777095446	0.01432	100.0	1.32	0.0	0.411	6.816	40.5	8.3248	5.0	256.0	15.1	392.9	3.95
21.4	24.09570580624738	22.999912885838818	4	21.925133522178122	23.362390984258816	0.09512	0.0	12.83	0.0	0.437	6.286	45.0	4.5026	5.0	398.0	18.7	383.23	8.94
28.5	34.63088033748864	27.71238854868344	4	27.01014068424055	34.341964168921635	0.03502	80.0	4.95	0.0	0.411	6.861	27.9	5.1167	4.0	245.0	19.2	396.9	3.33
15.0	18.48084428847415	20.46324073304909	4	20.536757848744397	18.67402459081818	0.22489	12.5	7.87	0.0	0.524	6.377	94.3	6.3467	5.0	311.0	15.2	392.52	20.45
26.6	28.08620668255064	26.823675236124743	4	25.317779074543	27.104084777667087	0.12744	0.0	6.91	0.0	0.448	6.77	2.9	5.7209	3.0	233.0	17.9	385.41	4.84
21.7	19.94701110077449	22.028812865194336	4	20.55477933227017	20.359253272626503	0.09378	12.5	7.87	0.0	0.524	5.889	39.0	5.4509	5.0	311.0	15.2	390.5	15.71
11.8	6.468441914090317	17.958801451989327	4	15.26054720721103	8.47303868227792	2.77974	0.0	19.58	0.0	0.871	4.903	97.8	1.3459	5.0	403.0	14.7	396.9	29.29
19.4	25.347827389330103	24.257588028448342	4	22.200258714765287	26.140321393003966	0.04379	80.0	3.37	0.0	0.398	5.787	31.1	6.6115	4.0	337.0	16.1	396.9	10.24
23.1	24.387573659009753	22.937747394405676	4	22.801374411633756	24.243242867953924	0.40202	0.0	9.9	0.0	0.544	6.382	67.2	3.5325	4.0	304.0	18.4	395.21	10.36
22.2	24.053498996703954	23.997102583416602	4	23.01429972369159	24.135066046184956	0.1029	30.0	4.93	0.0	0.428	6.358	52.9	7.0355	6.0	300.0	16.6	372.75	11.22
22.9	25.472016888943664	23.27256768189494	4	22.554490356259254	25.42161837330434	0.03551	25.0	4.86	0.0	0.426	6.167	46.7	5.4007	4.0	281.0	19.0	390.64	7.51
18.2	14.782506379039717	20.960543024372207	4	20.487042787322192	15.018294198326682	0.04301	80.0	1.91	0.0	0.413	5.663	21.9	10.5857	4.0	334.0	22.0	382.8	8.05
19.9	18.610212660127445	16.575521483051514	4	15.635544750028048	19.22347641318848	3.83684	0.0	18.1	0.0	0.77	6.251	91.1	2.2955	24.0	666.0	20.2	350.65	14.19
36.1	34.29347123144391	30.56511811714721	4	30.198889516707887	33.58426567779109	0.05515	33.0	2.18	0.0	0.472	7.236	41.1	4.022	7.0	222.0	18.4	393.68	6.93
18.5	13.327027254213096	17.116758871733502	4	17.088918825359972	13.599592874707156	0.19133	22.0	5.86	0.0	0.431	5.605	70.2	7.9549	7.0	330.0	19.1	389.13	18.46
19.3	21.097394549097892	18.373613736489474	4	18.62544278478557	20.63805237637235	0.21161	0.0	8.56	0.0	0.52	6.137	87.4	2.7147	5.0	384.0	20.9	394.47	13.44
23.2	26.860090803312108	25.295058409031657	4	23.60996368599024	27.314183047539068	0.03871	52.5	5.32	0.0	0.405	6.209	31.3	7.3172	6.0	293.0	16.6	396.9	7.14
46.7	36.13570627896148	31.289940360206018	4	30.696557483553846	34.58033164616763	0.29819	0.0	6.2	0.0	0.504	7.686	17.0	3.3751	8.0	307.0	17.4	377.51	3.92
35.4	34.265166700300774	30.720661129359335	4	29.884994739329507	34.22697806150187	0.03705	20.0	3.33	0.0	0.4429	6.968	37.2	5.2447	5.0	216.0	14.9	392.23	4.59
22.6	27.491458291399145	25.202243093468493	4	24.992424649958522	27.276804289183524	0.04684	0.0	3.41	0.0	0.489	6.417	66.1	3.0923	2.0	270.0	17.8	392.18	8.81
26.2	24.322070868387428	25.093215969902726	4	23.825973543681915	23.475853387403067	0.19073	22.0	5.86	0.0	0.431	6.718	17.5	7.8265	7.0	330.0	19.1	393.74	6.56
17.2	14.572816879793788	19.199132344169154	4	18.601413799297195	14.234845795281874	0.06162	0.0	4.39	0.0	0.442	5.898	52.3	8.0136	3.0	352.0	18.8	364.61	12.67
18.5	19.5253998197308	18.053420117077398	4	18.43235220273189	19.95283483087673	0.28392	0.0	7.38	0.0	0.493	5.708	74.3	4.7211	5.0	287.0	19.6	391.13	11.74
24.8	26.45333218901174	24.66444645268995	4	23.50632447959105	26.144104779575617	0.03659	25.0	4.86	0.0	0.426	6.302	32.2	5.4007	4.0	281.0	19.0	396.9	6.72
20.0	20.192137490167582	20.98542889397293	4	19.78330538514478	20.091885012944356	0.18836	0.0	6.91	0.0	0.448	5.786	33.3	5.1004	3.0	233.0	17.9	396.9	14.15
21.4	25.13438339463783	22.69052913339505	4	22.59280160877872	24.928455160778018	0.11504	0.0	2.89	0.0	0.445	6.163	69.6	3.4952	2.0	276.0	18.0	391.83	11.34
21.4	22.44430133109654	19.668911235004224	4	18.83923290627839	22.81680808736015	0.16902	0.0	25.65	0.0	0.581	5.986	88.4	1.9929	2.0	188.0	19.1	385.02	14.81
30.7	30.842300510556548	27.08531497437579	4	27.327826067208868	31.314181207529675	0.7857	20.0	3.97	0.0	0.647	7.014	84.6	2.1329	5.0	264.0	13.0	384.07	14.79
20.0	23.303912154042337	20.905273014020374	4	20.601459647772685	22.689787824483197	0.10153	0.0	12.83	0.0	0.437	6.279	74.5	4.0522	5.0	398.0	18.7	373.66	11.97
29.8	25.966779640129957	21.27320044692566	4	20.217032983542076	25.21314734957648	4.64689	0.0	18.1	0.0	0.614	6.98	67.6	2.5329	24.0	666.0	20.2	374.68	11.66
24.8	27.02397066469525	26.667466622146485	4	24.819603458778204	26.80003817558009	0.04297	52.5	5.32	0.0	0.405	6.565	22.9	7.3172	6.0	293.0	16.6	371.72	9.51
19.3	21.73991966999718	21.380779401605448	4	20.145906403949397	22.010543808945823	0.17142	0.0	6.91	0.0	0.448	5.682	33.8	5.1004	3.0	233.0	17.9	396.9	10.21
13.9	18.046668710709024	13.354659621697634	4	12.050832212092832	17.465590000853542	15.288	0.0	18.1	0.0	0.671	6.649	93.3	1.3449	24.0	666.0	20.2	363.02	23.24
17.8	16.887627652485214	16.748762006241734	4	15.542308527980259	16.237069919857795	0.54452	0.0	21.89	0.0	0.624	6.151	97.9	1.6687	4.0	437.0	21.2	396.9	18.46
32.5	31.59021151145215	25.75456277669658	4	26.337784284535733	31.9842854916646	0.10008	0.0	2.46	0.0	0.488	6.563	95.6	2.847	3.0	193.0	17.8	396.9	5.68
15.6	14.37462469279469	19.312454251473227	4	16.58092613622051	16.104876629090384	2.15505	0.0	19.58	0.0	0.871	5.628	100.0	1.5166	5.0	403.0	14.7	169.27	16.65
21.7	23.917387873186136	22.552403274307952	4	19.96861637702207	22.483295308458942	3.8497	0.0	18.1	1.0	0.77	6.395	91.0	2.5052	24.0	666.0	20.2	391.34	13.27
26.4	28.774595223905088	27.25298704538417	4	25.27364109641469	28.551080830912245	0.09266	34.0	6.09	0.0	0.433	6.495	18.4	5.4917	7.0	329.0	16.1	383.61	8.67
22.0	21.000816828835625	21.874983883032893	4	20.25191203213534	20.691959356939588	0.05789	12.5	6.07	0.0	0.409	5.878	21.4	6.498	4.0	345.0	18.9	396.21	8.1
33.1	36.88622957040728	26.195815765485584	4	26.67711297232409	34.55100861749234	0.06127	40.0	6.41	1.0	0.447	6.826	27.6	4.8628	4.0	254.0	17.6	393.45	4.16
23.0	23.445120957110493	20.843944906328304	4	19.578331108408126	23.385111531085514	5.82401	0.0	18.1	0.0	0.532	6.242	64.7	3.4242	24.0	666.0	20.2	396.9	10.74
25.0	29.14849395169801	24.89469784275456	4	23.63953880712238	29.161678155613014	0.02875	28.0	15.04	0.0	0.464	6.211	28.9	3.6659	4.0	270.0	18.2	396.33	6.21
34.9	30.644088828780216	27.59646672763072	4	26.665942431683497	30.0652294783284	0.0315	95.0	1.47	0.0	0.403	6.975	15.3	7.6534	3.0	402.0	17.0	396.9	4.56
20.6	19.087566894343208	20.323547723963355	4	18.76077605202497	19.14055731231347	2.37857	0.0	18.1	0.0	0.583	5.871	41.9	3.724	24.0	666.0	20.2	370.73	13.34
16.7	19.61146140359441	14.925496362838913	4	13.986903043507397	19.95610193293657	11.0874	0.0	18.1	0.0	0.718	6.411	100.0	1.8589	24.0	666.0	20.2	318.75	15.02
7.0	7.9562207443638435	16.51993327564357	4	13.611371792390633	7.1533109553286	0.18337	0.0	27.74	0.0	0.609	5.414	98.3	1.7554	4.0	711.0	20.1	344.05	23.97
13.8	-0.2930560607999233	15.377535341933697	4	13.668453853872485	1.2293727609337282	18.4982	0.0	18.1	0.0	0.668	4.138	100.0	1.137	24.0	666.0	20.2	396.9	37.97
23.3	23.994214649294925	22.94470961769867	4	21.316146091817693	25.499941568127138	1.42502	0.0	19.58	0.0	0.871	6.51	100.0	1.7659	5.0	403.0	14.7	364.31	7.39
8.8	5.915604964472131	21.38915830357915	4	18.297639735532435	6.6218880451766395	73.5341	0.0	18.1	0.0	0.679	5.957	100.0	1.8026	24.0	666.0	20.2	16.45	20.62
17.4	17.265595104459084	19.37936948087764	4	18.195471565174827	17.14369820849053	0.13554	12.5	6.07	0.0	0.409	5.594	36.8	6.498	4.0	345.0	18.9	396.9	13.09
13.6	13.61564282592191	18.2141167863742	4	15.558243381636554	12.583688936415584	0.10574	0.0	27.74	0.0	0.609	5.983	98.8	1.8681	4.0	711.0	20.1	390.11	18.07
32.7	30.48159972279609	30.430913780177555	4	29.755497281969546	29.890108093555625	0.01301	35.0	1.52	0.0	0.442	7.241	49.3	7.0379	1.0	284.0	15.5	394.74	5.49
13.4	14.183626950679475	19.498346197058225	4	17.460858623738027	13.806085567773348	3.32105	0.0	19.58	1.0	0.871	5.403	100.0	1.3216	5.0	403.0	14.7	396.9	26.82
21.7	21.34632913445388	20.543134004732863	4	19.881173291171635	20.48459426581489	0.10793	0.0	8.56	0.0	0.52	6.195	54.4	2.7778	5.0	384.0	20.9	393.49	13.0
18.4	20.361297437972805	18.99759264486846	4	19.811174959772288	19.839482897172147	0.77299	0.0	8.14	0.0	0.538	6.495	94.4	4.4547	4.0	307.0	21.0	387.94	12.8
50.0	44.294670226904834	30.663434340571264	4	31.02322535892907	43.609848708902305	0.02009	95.0	2.68	0.0	0.4161	8.034	31.9	5.118	4.0	224.0	14.7	390.55	2.88
25.0	23.05794544167256	23.780579096220723	4	23.34140341664316	22.450986004907655	0.1265	25.0	5.13	0.0	0.453	6.762	43.4	7.9809	8.0	284.0	19.7	395.58	9.5
44.8	39.66369789802379	32.363264294409326	4	32.83966684452588	38.09384780556975	0.31533	0.0	6.2	0.0	0.504	8.266	78.3	2.8944	8.0	307.0	17.4	385.05	4.14
8.5	6.618916991641022	15.464700691588401	4	11.822687808554768	7.286743066442384	41.5292	0.0	18.1	0.0	0.693	5.531	85.4	1.6074	24.0	666.0	20.2	329.46	27.38
18.9	24.07194685427784	20.968589292647366	4	20.961015303816275	24.365761275640004	0.06417	0.0	5.96	0.0	0.499	5.933	68.2	3.3603	5.0	279.0	19.2	396.9	9.68
31.5	33.25179472909488	30.43534628162541	4	30.58382561983662	32.67278496126268	0.51183	0.0	6.2	0.0	0.507	7.358	71.6	4.148	8.0	307.0	17.4	390.07	4.73
